"food","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"best pizza in town",1,1,0,7,0,2,0,0,3,2,0,0,3,2,0,0,0,0,0,0,2,0,0,4,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"birthday cake",21,14,15,91,10,15,7,6,60,55,2,44,12,3,6,5,36,1,33,22,35,12,22,16,1,6,10,1,38,3,78,32,0,37,10,8,47,2,17,1,24,73,3,1,29,11,6,6,0
"birthday cake for",1,0,0,6,1,1,1,0,4,0,0,2,1,1,0,0,2,0,1,2,4,1,0,0,0,0,1,0,1,1,5,0,0,0,1,1,3,0,0,0,0,1,0,0,2,2,0,0,0
"bison",2,1,5,24,6,1,0,3,3,7,1,11,2,1,2,1,0,0,11,6,4,6,0,4,5,2,1,1,1,0,7,18,24,8,5,0,10,2,3,2,4,9,1,0,6,4,4,1,9
"bison burger",0,1,0,1,2,0,0,2,0,1,0,2,1,0,0,0,0,0,0,1,1,6,0,1,2,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"bison w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"black bean",0,0,0,3,2,0,0,0,2,1,0,1,0,0,0,1,0,0,3,1,0,0,0,3,0,1,1,0,0,0,2,0,0,1,0,2,0,0,1,0,2,3,0,0,0,2,0,1,0
"black beans",1,2,0,18,2,1,0,0,12,3,0,5,1,0,2,1,5,0,3,7,4,2,1,4,0,0,3,0,2,0,12,2,0,6,2,2,4,1,0,0,5,11,1,0,3,2,0,2,0
"black cod",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"black eyed pea",0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"black-eyed pea",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,68,0,0,0,0,0,0,0
"bleu cheese",1,2,1,4,1,0,0,0,3,3,0,3,1,1,1,0,0,0,1,3,1,1,0,2,0,1,1,0,1,0,4,3,0,2,1,4,3,0,2,0,0,4,0,0,0,0,0,0,0
"block of cheese",2,0,0,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,3,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
"blood orange",2,0,0,18,0,2,0,1,6,1,0,3,0,0,0,1,2,1,0,2,1,0,0,1,0,0,3,0,4,0,20,3,0,0,0,0,2,0,2,0,1,6,0,0,3,3,0,0,0
"blooming onion",0,0,1,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"blue bell ice cream",0,1,0,3,0,0,0,0,7,3,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0
"blue cheese",1,3,1,27,2,4,2,6,16,9,1,10,9,0,2,2,7,1,15,9,5,3,1,5,0,0,4,0,9,0,24,8,0,4,0,2,12,1,4,0,7,12,2,1,4,1,0,2,0
"blue cheese burger",0,0,0,3,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
"blue crab",0,0,0,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0
"blueberries",3,4,2,29,5,7,4,2,13,8,0,10,7,1,0,2,4,1,11,9,6,5,1,8,0,4,2,4,10,3,30,3,0,6,2,8,13,0,6,2,4,15,2,1,3,8,1,2,0
"blueberry",3,1,2,32,2,4,1,4,14,16,1,17,9,0,1,7,10,2,13,7,9,6,3,12,0,0,3,2,7,0,22,13,1,14,2,3,14,2,3,0,9,17,1,0,10,6,5,4,0
"blueberry muffin",3,2,0,25,1,4,0,1,12,5,0,7,1,0,2,0,4,1,4,9,2,5,2,1,0,1,1,8,3,0,9,7,0,8,1,1,7,0,5,0,3,14,4,0,5,2,0,1,0
"blueberry muffins",4,2,2,5,1,4,2,0,5,8,0,6,4,0,3,1,3,1,4,1,9,4,2,4,0,2,1,1,0,1,3,7,0,7,1,1,5,0,3,0,2,8,1,0,9,1,1,0,0
"blueberry pancakes",3,4,3,18,1,5,2,2,6,10,0,6,5,0,1,2,3,3,5,4,7,3,1,4,0,0,0,2,9,0,11,10,0,4,0,2,10,0,4,0,2,10,0,0,6,3,1,0,0
"blueberry pie",0,0,0,3,1,1,0,0,3,2,0,2,0,0,0,0,0,2,0,3,1,0,1,1,0,0,0,1,1,0,6,0,0,1,0,0,1,2,0,0,1,0,0,0,1,0,1,1,0
"blueberry waffles",0,1,1,3,1,0,0,0,3,2,0,2,2,0,0,0,1,0,2,0,2,0,1,1,0,0,2,0,3,0,5,5,0,0,1,0,3,0,2,0,1,3,0,0,1,0,3,0,0
"boiled eggs",1,2,2,7,0,2,1,3,5,7,0,4,1,0,0,1,7,0,1,2,6,0,0,3,0,0,1,0,2,0,4,5,0,1,1,1,0,1,2,0,1,8,0,1,3,1,1,2,0
"boiled peanuts",8,0,1,3,1,0,0,0,16,15,0,1,1,0,1,0,2,0,3,0,1,0,4,0,0,0,0,0,2,0,0,7,0,2,3,0,1,0,18,0,3,0,0,0,0,0,0,0,0
"bojangles'' famous chicken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bok choy",0,0,0,12,0,1,0,0,2,1,0,5,2,0,1,0,0,1,1,0,0,0,0,1,0,0,3,1,1,1,6,4,0,1,1,1,1,1,0,0,0,2,0,0,2,3,0,0,0
"bowl of apple jacks",2,1,0,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bowl of ice cream",0,1,3,5,0,0,1,0,5,1,0,4,5,4,1,1,2,0,3,3,2,2,1,1,0,2,0,0,1,0,3,5,0,7,0,3,4,0,5,0,3,4,0,1,2,1,2,1,0
"bowl of oatmeal",0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"braised short ribs",0,0,0,8,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"bread",120,66,49,517,60,88,51,67,270,243,5,244,117,41,22,65,132,21,220,112,218,68,81,99,8,22,48,12,234,16,504,214,8,211,54,43,347,27,130,6,127,457,29,6,189,67,27,61,4
"bread and",2,0,0,8,0,3,1,0,4,2,0,4,3,1,1,2,1,0,7,2,4,1,0,0,0,0,0,0,6,1,7,3,0,7,1,1,6,1,1,0,1,8,2,0,1,0,0,0,0
"bread and butter",1,1,0,9,1,2,0,0,3,3,0,2,3,1,1,1,0,0,2,1,3,0,1,0,1,0,10,0,6,0,7,2,1,0,1,0,3,0,1,0,2,9,0,3,2,2,0,0,0
"bread and butter",1,1,0,9,1,2,0,0,3,3,0,2,3,1,1,1,0,0,2,1,3,0,1,0,1,0,10,0,6,0,7,2,1,0,1,0,3,0,1,0,2,9,0,3,2,2,0,0,0
"bread bowl",2,1,1,27,0,0,0,0,0,2,0,5,2,1,0,0,0,0,3,1,4,1,0,6,0,0,1,0,4,0,3,1,0,3,0,1,1,0,1,0,4,3,0,1,0,2,1,0,1
"bread crumbs",1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bread http",0,0,0,7,0,196,1,1,36,3,1,1,0,65,85,8,1,47,5,26,0,2,0,8,0,0,0,1,23,0,39,97,0,1,0,1,2,12,68,0,3,0,0,0,213,0,70,0,0
"bread sticks",0,2,1,11,1,1,0,0,6,6,1,5,3,0,4,1,3,0,6,2,8,3,1,2,0,0,1,2,2,0,3,5,1,13,2,0,4,0,5,0,3,3,0,0,6,4,0,2,0
"bread w",0,0,0,5,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"breadbox",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"breads",2,1,1,8,0,0,0,0,2,2,0,1,1,0,0,0,1,0,1,6,1,9,1,1,0,1,1,2,4,1,7,4,0,1,1,0,2,0,0,0,0,5,0,0,3,0,0,1,0
"breadsticks",1,2,3,20,2,2,1,0,12,9,0,11,20,3,3,5,3,0,3,5,17,5,1,9,0,2,1,1,6,1,11,2,0,10,2,2,15,1,6,0,4,24,0,0,4,7,4,6,0
"breakfast pizza",0,1,0,9,1,1,0,0,3,0,0,0,0,5,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,4,1,0,3,1,0,2,0,0,0,1,2,0,0,3,0,0,2,0
"brick oven pizza",5,0,9,2,0,2,0,0,15,0,0,0,1,0,1,0,0,0,15,2,0,0,0,0,0,0,0,1,18,0,20,0,0,1,1,0,2,0,0,0,1,2,9,0,15,0,2,0,0
"broccoli",8,7,5,83,4,15,3,10,42,49,1,15,9,4,3,11,8,3,25,23,23,8,3,14,0,5,5,3,26,1,54,20,2,26,6,2,44,0,19,0,15,53,7,3,23,11,6,5,0
"broccoli rabe",0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0
"broccoli w",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"brown butter",0,1,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"brown rice",2,4,1,54,3,0,0,2,14,8,0,10,0,0,1,0,2,0,10,8,8,6,1,2,0,0,2,0,6,0,23,11,0,9,1,4,12,3,4,0,5,14,2,0,8,7,0,3,0
"brown trout",0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"brownies and ice cream",2,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"brownies and ice cream",2,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"brussel sprouts",0,1,3,12,1,1,0,3,4,3,0,7,1,1,0,1,0,1,2,3,9,2,0,0,0,0,1,1,5,0,21,2,0,6,1,1,6,1,1,0,1,2,0,0,3,4,1,2,0
"brussels sprouts",0,1,1,20,4,1,1,2,7,5,0,4,1,0,2,0,1,0,1,3,3,2,0,4,0,0,0,0,3,0,29,0,0,4,0,3,5,0,2,0,0,8,0,0,4,8,0,2,0
"bucket of chicken",0,0,0,0,2,2,0,0,0,2,0,4,0,0,1,0,1,0,4,1,3,0,1,2,0,0,0,0,0,1,2,2,0,1,1,2,4,0,1,0,0,6,0,0,3,1,0,1,0
"buffalo chicken dip",1,0,0,2,0,4,2,1,2,4,0,2,5,1,0,4,0,2,7,9,1,5,0,4,0,1,1,0,6,0,2,4,0,30,0,0,42,0,2,0,2,1,1,0,3,0,3,3,0
"bumble bee tuna",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
"bundt cakes",0,0,0,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,1,0,0,0,0,0,0
"burnt popcorn",2,0,0,3,0,0,0,2,3,4,0,3,5,0,0,2,1,0,2,3,3,2,0,3,0,0,0,0,3,1,5,4,0,6,0,1,4,0,2,1,2,5,1,1,4,2,2,4,0
"butter",31,22,13,230,21,33,7,18,100,86,5,64,46,25,24,26,43,7,63,40,70,30,30,25,3,12,19,6,85,17,312,106,5,112,17,25,105,15,39,3,36,141,5,1,57,44,13,33,2
"butter cake",0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"butter cookies",2,0,0,2,0,1,0,1,3,1,0,1,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,4,0,1,0,1,3,1,0,1,1,0,1,0
"butter cream",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0
"butter http",1,0,0,30,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,11,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0
"butter on it",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0
"butter sauce",0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0
"butter w",0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"buttercream frosting",0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"buttered",0,0,0,4,2,0,0,0,0,0,0,6,0,0,1,10,0,0,0,2,2,0,0,1,0,0,0,0,2,0,3,0,0,3,0,0,1,0,1,0,1,2,0,0,0,3,1,1,0
"buttermilk biscuits",0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0
"butternut squash",0,1,1,29,1,1,0,4,8,3,0,8,1,0,1,1,2,2,2,9,0,2,0,4,0,1,1,1,0,0,17,5,0,4,1,3,4,2,2,0,2,6,2,0,4,3,1,3,0
"butterscotch",0,0,0,5,0,2,0,1,0,1,0,2,1,0,0,0,1,0,4,1,4,2,0,0,0,0,0,0,2,0,5,1,0,5,0,0,3,0,1,0,1,6,1,0,2,2,0,0,0
"buying candy",0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0
"cabbage",17,0,8,30,10,8,3,2,24,25,0,16,4,1,1,7,17,1,17,6,19,5,14,9,1,1,5,1,9,2,28,17,1,24,4,9,19,0,11,0,12,42,1,1,9,8,1,10,0
"cake",215,116,107,996,58,122,91,69,564,594,7,504,197,76,80,121,342,19,340,253,398,99,181,148,4,34,87,22,353,27,599,378,9,422,96,60,465,44,232,6,218,1024,32,9,336,144,54,95,2
"cake and",5,2,3,18,1,3,0,3,3,7,0,2,3,3,2,2,9,0,4,7,7,0,0,2,0,0,4,1,8,1,5,5,0,5,0,0,4,1,1,0,3,6,1,2,5,1,0,1,0
"cake and ice cream",1,0,0,4,0,2,0,0,3,5,0,2,2,2,1,1,3,0,1,3,5,1,2,0,0,0,1,0,3,0,2,4,0,3,0,0,5,0,3,0,0,4,4,1,4,0,0,0,0
"cake and ice cream",1,0,0,4,0,2,0,0,3,5,0,2,2,2,1,1,3,0,1,3,5,1,2,0,0,0,1,0,3,0,2,4,0,3,0,0,5,0,3,0,0,4,4,1,4,0,0,0,0
"cake balls",0,0,3,4,0,1,0,0,0,2,0,0,1,2,0,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,3,2,0,1,1,0,0,1,10,1,0,0,0,0,1,0
"cake batter",2,1,0,7,1,0,0,1,7,4,0,3,2,0,0,3,1,0,0,1,2,1,1,3,1,0,1,0,1,0,4,4,0,5,0,0,8,0,0,0,2,6,0,1,3,3,1,1,0
"cake decorating",1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"cake donuts http",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"cake ever",0,0,0,7,1,1,0,0,2,1,0,0,1,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,2,0,2,4,0,0,1,0,1,0,0
"cake for",1,4,2,12,0,0,1,0,6,4,0,5,5,0,2,0,4,2,4,3,6,0,3,2,0,0,0,0,2,1,3,3,0,5,0,0,11,1,3,0,0,9,0,0,4,2,1,2,0
"cake for breakfast",0,1,2,3,1,0,1,0,1,2,2,3,1,1,0,3,0,0,1,3,3,1,1,1,0,1,1,0,1,1,3,2,0,4,0,0,2,1,0,0,0,5,0,0,1,2,1,0,0
"cake for lunch",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"cake haha",0,0,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,2,0,1,0,0
"cake http",2,2,3,15,0,2,1,1,7,2,0,3,3,0,1,3,4,0,8,4,5,1,2,2,0,0,1,1,6,1,15,1,0,2,1,0,4,0,3,0,2,3,0,0,3,1,0,0,0
"cake is",1,0,0,9,0,0,1,0,6,3,1,4,4,0,1,1,3,0,6,1,1,0,1,4,0,2,0,0,1,0,5,1,0,3,0,2,2,0,0,0,2,5,0,0,4,1,1,0,0
"cake lol",2,2,0,8,0,2,4,0,9,11,0,9,0,0,1,1,3,0,3,3,6,2,3,1,0,0,0,0,1,0,3,5,0,12,0,1,12,0,1,0,7,9,0,0,4,1,1,0,0
"cake pop",0,1,0,17,1,0,0,1,2,4,0,5,1,1,0,1,0,0,0,0,1,1,1,1,0,0,2,0,1,0,2,2,0,2,1,0,3,0,2,0,0,2,2,0,1,2,0,2,0
"cake pops",0,5,1,40,2,1,0,0,8,4,0,4,3,4,0,0,4,0,5,7,4,2,1,6,1,0,4,0,3,4,10,5,0,6,1,3,8,0,4,0,4,15,2,0,5,1,0,1,0
"cake right now",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cake tasting",0,0,0,6,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,1,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,3,0
"cake tho",2,0,1,4,0,0,1,0,3,4,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,2,1,0,2,1,0,0,0,5,0,0,2,3,0,0,0
"cake though",0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0
"cake today",1,0,0,2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,2,4,0,0,1,0,0,0,0
"cake tonight",2,0,0,2,0,0,0,0,2,2,0,0,2,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,10,0,0,1,0,0,1,0
"cake too",2,0,2,4,0,0,1,1,1,1,0,0,2,0,0,1,0,0,2,1,0,2,3,0,0,1,0,0,4,1,1,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,3,0
"cake w",0,0,0,0,0,0,0,0,1,6,0,1,0,1,0,2,1,0,1,0,4,1,0,3,0,1,0,0,1,0,3,2,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
"cake with",3,0,1,8,0,0,0,0,14,4,0,8,5,0,3,0,6,0,1,1,12,1,2,2,0,0,1,1,3,0,3,1,0,4,2,0,0,0,2,0,3,21,0,0,1,2,0,0,0
"cakes",59,26,13,225,14,28,16,8,101,134,1,61,57,10,11,30,69,0,66,30,36,33,33,20,0,1,13,1,35,3,117,60,0,65,7,5,75,2,37,1,41,173,3,0,81,19,7,19,0
"cakes http",2,0,0,4,4,0,0,1,1,0,0,1,1,0,2,3,1,0,1,0,0,0,2,0,0,0,0,0,1,0,6,0,0,1,0,0,2,0,0,0,1,2,0,0,1,0,0,1,0
"cakes lol",1,0,1,2,0,1,0,0,0,2,0,3,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,5,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0
"canadian bacon",1,2,1,17,1,1,0,0,6,1,0,6,4,0,3,1,0,0,1,0,3,3,0,1,0,0,1,0,3,0,0,2,0,1,0,1,1,0,1,0,0,2,0,0,3,1,1,0,0
"candied yams",2,0,0,10,0,1,0,0,4,3,0,2,0,0,0,1,4,0,1,0,1,1,2,0,0,0,0,0,1,0,3,0,0,0,1,1,2,0,2,0,0,3,0,0,2,2,0,0,0
"candy",169,100,102,776,53,103,39,53,437,352,7,327,173,66,66,105,272,14,243,171,287,115,99,96,6,39,72,13,246,27,370,285,13,362,90,50,332,26,175,13,160,704,43,4,228,110,49,99,6
"candy and",6,1,0,13,1,1,0,1,4,3,0,2,1,3,0,0,2,0,2,3,8,1,0,1,0,0,2,0,3,0,2,1,0,2,0,2,1,0,3,0,0,12,1,0,4,0,1,4,0
"candy apple",2,0,0,5,1,1,0,0,4,8,0,1,1,0,1,0,3,0,0,0,3,0,1,0,0,1,0,0,3,0,4,6,0,2,0,0,2,0,2,0,4,3,1,0,3,0,0,0,0
"candy bar",2,2,4,19,5,3,2,1,6,13,0,11,5,1,0,4,4,1,8,6,12,1,2,5,0,3,3,1,6,2,16,10,2,24,4,2,9,0,5,0,10,22,3,1,1,3,3,7,0
"candy bars",3,1,0,10,2,2,0,0,4,5,1,4,6,2,3,2,0,0,2,2,6,3,0,0,0,1,1,1,3,1,8,5,0,5,7,3,7,0,3,0,4,6,0,0,4,2,1,5,0
"candy cane",3,1,6,36,7,7,0,3,16,9,0,13,9,5,0,5,6,0,18,11,14,9,3,12,2,2,5,2,13,2,38,11,0,23,2,4,17,4,2,3,8,25,0,0,7,9,4,5,1
"candy canes",2,1,2,17,3,3,5,1,8,11,0,9,7,0,1,7,2,2,9,4,11,3,0,5,1,2,2,1,8,0,15,4,0,12,6,4,18,2,6,0,1,14,1,0,8,5,3,5,0
"candy cigarettes",0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"candy ever",1,2,0,4,0,0,0,0,6,5,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,0,2,1,0,3,0,0,2,0,0,0,0,3,1,0,1,1,0,1,0
"candy for",0,0,1,3,1,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,1,0,5,0,0,5,0,1,0,0,2,0,0,2,0,0,0,0
"candy for breakfast",0,1,0,3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0
"candy for me",1,0,0,3,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"candy http",1,1,1,14,0,1,0,0,6,1,1,1,1,1,0,0,1,0,2,0,4,0,1,2,0,2,0,1,3,0,7,2,1,1,6,3,2,0,2,0,2,1,1,0,2,0,0,0,0
"candy is",0,1,0,5,1,1,0,1,1,1,0,2,2,0,1,0,1,0,2,3,2,0,0,0,0,0,0,0,2,0,2,3,0,2,1,0,3,0,0,0,2,6,0,0,2,3,0,0,0
"candy lol",3,2,0,13,0,3,2,0,7,5,0,2,1,0,1,0,3,0,3,1,4,3,3,2,0,0,1,1,4,1,7,6,0,11,0,0,3,1,2,0,3,13,0,0,1,2,1,0,0
"candy w",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"candy yams",2,0,1,0,0,1,0,0,1,3,0,3,0,0,0,0,3,0,2,0,3,0,4,0,0,0,0,0,1,0,0,2,0,1,0,0,2,0,3,0,0,6,0,0,1,0,0,0,0
"candycane",2,1,0,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,17,0,0,0,0,1,0,0,0,0,0,0,0
"candys",0,6,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"cantaloupe",1,0,1,10,0,2,1,1,3,3,0,1,0,0,1,3,3,1,1,5,3,1,1,2,0,0,0,1,4,0,7,4,0,2,3,0,5,0,2,0,3,12,0,0,0,1,0,5,0
